1471-2105-8-225	1	1	Mining	0	VERB	mine	VBG	ROOT	False	0	False	False	False
1471-2105-8-225	1	2	prokaryotic	0	ADJ	prokaryotic	JJ	amod	False	0	False	False	False
1471-2105-8-225	1	3	genomes	0	NOUN	genome	NNS	dobj	False	0	False	False	False
1471-2105-8-225	1	4	for	0	ADP	for	IN	prep	True	0	False	False	False
1471-2105-8-225	1	5	unknown	0	ADJ	unknown	JJ	amod	False	0	True	False	False
1471-2105-8-225	1	6	amino	0	ADJ	amino	JJ	compound	False	0	False	False	False
1471-2105-8-225	1	7	acids:	0	0	0	0	0	0	0	0	0	0
1471-2105-8-225	1	8	a	0	DET	a	DT	det	True	0	False	False	False
1471-2105-8-225	1	9	stop-codon-based	0	0	0	0	0	0	0	0	0	0
1471-2105-8-225	1	10	approach	0	NOUN	approach	NN	npadvmod	False	0	False	False	False
1471-2105-8-225	2	1	Abstract	0	ADJ	abstract	JJ	ROOT	False	0	False	False	False
1471-2105-8-225	3	1	Background	0	NOUN	background	NN	ROOT	False	0	False	False	False
1471-2105-8-225	4	1	Selenocysteine	0	NOUN	selenocysteine	NN	nsubj	False	0	False	False	False
1471-2105-8-225	4	2	and	0	CCONJ	and	CC	cc	True	0	False	False	False
1471-2105-8-225	4	3	pyrrolysine	0	NOUN	pyrrolysine	NN	conj	False	0	False	False	False
1471-2105-8-225	4	4	are	0	AUX	be	VBP	auxpass	True	0	False	False	False
1471-2105-8-225	4	5	the	0	DET	the	DT	det	True	0	False	False	False
1471-2105-8-225	4	6	21st	0	ADJ	21st	JJ	amod	False	0	False	False	False
1471-2105-8-225	4	7	and	0	CCONJ	and	CC	cc	True	0	False	False	False
1471-2105-8-225	4	8	22nd	0	NOUN	22nd	NN	conj	False	0	False	False	False
1471-2105-8-225	4	9	amino	0	ADJ	amino	JJ	compound	False	0	False	False	False
1471-2105-8-225	4	10	acids,	0	0	0	0	0	0	0	0	0	0
1471-2105-8-225	4	11	which	0	PRON	which	WDT	nsubjpass	True	0	False	False	False
1471-2105-8-225	4	12	are	0	AUX	be	VBP	auxpass	True	0	False	False	False
1471-2105-8-225	4	13	genetically	0	ADV	genetically	RB	advmod	False	0	False	False	False
1471-2105-8-225	4	14	encoded	0	VERB	encode	VBN	relcl	False	0	False	False	False
1471-2105-8-225	4	15	by	0	ADP	by	IN	agent	True	0	False	False	False
1471-2105-8-225	4	16	stop	0	NOUN	stop	NN	compound	False	0	False	False	False
1471-2105-8-225	4	17	codons.	0	0	0	0	0	0	0	0	0	0
1471-2105-8-225	5	1	Since	0	SCONJ	since	IN	mark	True	0	False	False	False
1471-2105-8-225	5	2	a	0	DET	a	DT	det	True	0	False	False	False
1471-2105-8-225	5	3	number	0	NOUN	number	NN	nsubjpass	False	0	False	False	False
1471-2105-8-225	5	4	of	0	ADP	of	IN	prep	True	0	False	False	False
1471-2105-8-225	5	5	microbial	0	ADJ	microbial	JJ	amod	False	0	False	False	False
1471-2105-8-225	5	6	genomes	0	NOUN	genome	NNS	pobj	False	0	False	False	False
1471-2105-8-225	5	7	have	0	AUX	have	VBP	aux	True	0	False	False	False
1471-2105-8-225	5	8	been	0	AUX	be	VBN	auxpass	True	0	False	False	False
1471-2105-8-225	5	9	completely	0	ADV	completely	RB	advmod	False	0	False	False	False
1471-2105-8-225	5	10	sequenced	0	VERB	sequence	VBN	advcl	False	0	False	False	False
1471-2105-8-225	5	11	to	0	PART	to	TO	aux	True	0	False	False	False
1471-2105-8-225	5	12	date,	0	0	0	0	0	0	0	0	0	0
1471-2105-8-225	5	13	it	0	PRON	it	PRP	nsubj	True	0	False	False	False
1471-2105-8-225	5	14	is	0	AUX	be	VBZ	auxpass	True	0	False	False	False
1471-2105-8-225	5	15	tempting	0	ADJ	tempting	JJ	acomp	False	0	False	False	False
1471-2105-8-225	5	16	to	0	PART	to	TO	aux	True	0	False	False	False
1471-2105-8-225	5	17	ask	0	VERB	ask	VB	xcomp	False	0	False	False	False
1471-2105-8-225	5	18	whether	0	SCONJ	whether	IN	mark	True	0	False	False	False
1471-2105-8-225	5	19	the	0	DET	the	DT	det	True	0	False	False	False
1471-2105-8-225	5	20	23rd	0	ADJ	23rd	JJ	amod	False	0	False	False	False
1471-2105-8-225	5	21	amino	0	ADJ	amino	JJ	amod	False	0	False	False	False
1471-2105-8-225	5	22	acid	0	NOUN	acid	NN	nsubjpass	False	0	False	False	False
1471-2105-8-225	5	23	is	0	AUX	be	VBZ	auxpass	True	0	False	False	False
1471-2105-8-225	5	24	left	0	VERB	leave	VBN	ccomp	False	0	False	False	False
1471-2105-8-225	5	25	undiscovered	0	ADJ	undiscovered	JJ	oprd	False	0	True	False	False
1471-2105-8-225	5	26	in	0	ADP	in	IN	prep	True	0	True	False	False
1471-2105-8-225	5	27	these	0	DET	these	DT	det	True	0	False	False	False
1471-2105-8-225	5	28	genomes.	0	0	0	0	0	0	0	0	0	0
1471-2105-8-225	6	1	Recently,	O	0	0	0	0	0	0	0	0	0
1471-2105-8-225	6	2	a	O	DET	a	DT	det	True	0	False	False	False
1471-2105-8-225	6	3	computational	O	ADJ	computational	JJ	amod	False	0	False	False	False
1471-2105-8-225	6	4	study	O	NOUN	study	NN	nsubj	False	0	False	False	False
1471-2105-8-225	6	5	addressed	O	VERB	address	VBD	ROOT	False	0	False	False	False
1471-2105-8-225	6	6	this	O	DET	this	DT	det	True	0	False	False	False
1471-2105-8-225	6	7	question	O	NOUN	question	NN	dobj	False	0	False	False	False
1471-2105-8-225	6	8	and	O	CCONJ	and	CC	cc	True	0	False	False	False
1471-2105-8-225	6	9	reported	O	VERB	report	VBD	conj	False	0	False	False	False
1471-2105-8-225	6	10	that	O	SCONJ	that	IN	mark	True	0	False	False	False
1471-2105-8-225	6	11	no	B-NEG	DET	no	DT	det	True	0	False	False	True
1471-2105-8-225	6	12	tRNA	I-NEG	ADJ	trna	JJ	amod	False	0	False	False	False
1471-2105-8-225	6	13	gene	I-NEG	NOUN	gene	NN	nsubjpass	False	0	False	False	False
1471-2105-8-225	6	14	for	I-NEG	ADP	for	IN	prep	True	0	False	False	False
1471-2105-8-225	6	15	unknown	I-NEG	ADJ	unknown	JJ	amod	False	0	True	False	False
1471-2105-8-225	6	16	amino	I-NEG	ADJ	amino	JJ	amod	False	0	False	False	False
1471-2105-8-225	6	17	acid	I-NEG	NOUN	acid	NN	pobj	False	0	False	False	False
1471-2105-8-225	6	18	was	I-NEG	AUX	be	VBD	auxpass	True	0	False	False	False
1471-2105-8-225	6	19	found	I-NEG	VERB	find	VBN	ccomp	False	0	False	False	False
1471-2105-8-225	6	20	in	I-NEG	ADP	in	IN	prep	True	0	True	False	False
1471-2105-8-225	6	21	genome	I-NEG	ADJ	genome	JJ	compound	False	0	False	False	False
1471-2105-8-225	6	22	sequences	I-NEG	NOUN	sequence	NNS	pobj	False	0	False	False	False
1471-2105-8-225	6	23	available.	I-NEG	0	0	0	0	0	0	0	0	0
1471-2105-8-225	7	1	However,	0	0	0	0	0	0	0	0	0	0
1471-2105-8-225	7	2	performance	0	NOUN	performance	NN	nsubj	False	0	False	False	False
1471-2105-8-225	7	3	of	0	ADP	of	IN	prep	True	0	False	False	False
1471-2105-8-225	7	4	the	0	DET	the	DT	det	True	0	False	False	False
1471-2105-8-225	7	5	tRNA	0	ADJ	trna	JJ	amod	False	0	False	False	False
